continent,country,1970,2015
Africa,Algeria,354.303021731019,4154.11831853941
Africa,Angola,604.1899518272701,4714.06595591947
Africa,Benin,110.75690104127099,779.0678578764549
Africa,Botswana,96.38572418012251,6360.61981004054
Africa,Burkina Faso,80.0221281964679,611.1328769449781
Africa,Burundi,70.82939396154059,244.615216124977
Africa,Cameroon,170.820776626388,1217.26161463687
Africa,Chad,97.47886310849199,713.049250814551
Africa,Comoros,162.956789165274,1368.8539370835401
Africa,Djibouti,413.50493745232,1956.31354875787
Africa,Egypt,233.931098354738,3452.34084845693
Africa,Equatorial Guinea,72.09342598743791,16344.081898564
Africa,Eritrea,,914.874571216281
Africa,Ethiopia,,602.8401673333129
Africa,Gabon,694.553099679116,7960.71560363083
Africa,Gambia,215.407377670942,473.162842920671
Africa,Ghana,412.835199888777,1355.57197052322
Africa,Guinea,181.83691363345298,703.87339985881
Africa,Guinea-Bissau,394.58231736610804,530.0404537561631
Africa,Kenya,223.816260245546,1376.72326842587
Africa,Lesotho,65.22780951584001,940.5965240860112
Africa,Liberia,182.45135054038502,455.873934536237
Africa,Libya,1881.91943900622,5488.16828506271
Africa,Madagascar,136.56016390257201,401.836001463694
Africa,Malawi,125.800864857363,372.9142414185431
Africa,Mali,58.837138797881295,744.346096636929
Africa,Mauritania,281.97647764883,1234.99991396683
Africa,Mauritius,238.163909105421,9040.87634843459
Africa,Morocco,289.587484108115,2919.3227553074103
Africa,Mozambique,390.5560901447471,529.211609852332
Africa,Namibia,810.636166155055,4673.55593497493
Africa,Niger,94.90628153721201,358.95814748735495
Africa,Nigeria,426.177892757424,2714.4746330941
Africa,Rwanda,60.67510022991,697.348219477715
Africa,Sao Tome and Principe,476.6103143603151,1752.77110818947
Africa,Senegal,225.71406888436798,901.071273341967
Africa,Seychelles,425.32566409891405,14133.159918032901
Africa,Sierra Leone,181.18419279544997,694.757624946481
Africa,Somalia,98.9793841379275,144.545663035739
Africa,South Africa,829.0830006763609,5772.964536564809
Africa,South Sudan,,1067.04469719275
Africa,Sudan,,1977.03616995812
Africa,Swaziland,347.03237404331594,3211.69443321909
Africa,Togo,125.134966562237,559.371523791642
Africa,Tunisia,312.258412209175,3660.9341972801294
Africa,Uganda,150.733360190211,647.715663304539
Africa,Zambia,368.949411950399,1311.09899500042
Africa,Zimbabwe,388.472837293047,890.421575656754
Asia,Afghanistan,157.258460821176,623.184798424718
Asia,Bahrain,1980.2890238841296,22600.2140981035
Asia,Bangladesh,95.248245687266,1207.89593214378
Asia,Bhutan,211.954574247526,2677.09308427205
Asia,Cambodia,109.51125276420099,1158.68990352486
Asia,India,107.597515308445,1614.15533741417
Asia,Indonesia,90.4358302330529,3346.4870303701696
Asia,Iraq,237.67409346641202,4509.02431137919
Asia,Israel,2132.99159053251,37129.4389096141
Asia,Japan,2039.5257204440304,34628.709453616604
Asia,Jordan,358.444978247842,4940.053012869939
Asia,Kazakhstan,,10312.136669094301
Asia,Kuwait,3829.4589807987,29303.896685174102
Asia,Kyrgyzstan,,1106.3796377197198
Asia,Lebanon,865.997881368242,8571.370090186641
Asia,Malaysia,354.228188865058,9768.36841138141
Asia,Maldives,363.29885281059404,9446.452452798101
Asia,Mongolia,155.58431971133498,3973.43990084485
Asia,Myanmar,99.11008191851,1161.4832340637
Asia,Nepal,86.8243117365818,724.506419334003
Asia,Oman,370.808065826122,15550.8500020055
Asia,Pakistan,226.17151018523103,1410.39271979117
Asia,Philippines,207.043219992144,2904.17945325133
Asia,Qatar,4929.48437980627,73653.3944346574
Asia,Saudi Arabia,921.334028213675,20710.576493686698
Asia,Singapore,925.472728417634,52239.0245780046
Asia,Sri Lanka,225.43596796387797,3973.74486570485
Asia,Tajikistan,,925.9093837648101
Asia,Thailand,199.91810348758,5814.77003356402
Asia,Timor-Leste,,2425.3657071233497
Asia,Turkey,702.981691318143,9125.790935565601
Asia,Turkmenistan,,6996.74198269817
Asia,United Arab Emirates,4474.711249891289,40438.7715000363
Asia,Uzbekistan,,2308.3320957866
Europe,Albania,1053.4618009283,3984.2343017037897
Europe,Armenia,,3489.12764155997
Europe,Austria,2042.14942359144,44117.691149458486
Europe,Azerbaijan,,5438.71106141704
Europe,Belarus,,5750.8383431033
Europe,Belgium,2778.2477111008,40277.8058530984
Europe,Bosnia and Herzegovina,,4264.95373288177
Europe,Bulgaria,1059.47604291494,6846.77167020133
Europe,Croatia,,11479.4028771849
Europe,Cyprus,1004.0134928147501,21941.9019631898
Europe,Denmark,3463.5006001616907,53149.3250570265
Europe,Estonia,,17111.9963312466
Europe,Finland,2467.2994468481697,42148.0912236222
Europe,France,2862.3651186698107,36304.1543743294
Europe,Georgia,,3491.43612800612
Europe,Germany,2743.75234554828,41686.2134213695
Europe,Greece,1496.0947265287,17787.950751035
Europe,Hungary,614.535847104802,12350.5752556485
Europe,Iceland,2597.9718340743398,50936.021210174506
Europe,Ireland,1493.10791620065,60513.6250155242
Europe,Italy,2111.7468149087304,30462.3810858898
Europe,Latvia,,13704.1463231068
Europe,Lithuania,,14383.668089864099
Europe,Luxembourg,4430.58612892502,100160.83556209
Europe,Malta,851.888175535775,23280.680433780497
Europe,Montenegro,,6424.08775710508
Europe,Netherlands,2906.1572281893,44332.124335975495
Europe,Norway,3306.27552289055,74185.5482355888
Europe,Poland,861.6586575453081,12355.459433895501
Europe,Portugal,935.231296576593,19239.176475180306
Europe,Romania,619.0007184434501,9120.65069024344
Europe,Serbia,,5238.56831674703
Europe,Slovenia,,20689.8183243622
Europe,Spain,1205.0980881529401,25865.384548961
